Polymer Type,Unnamed: 1,Polymer,He,H2,O2,N2,CO2,CH4,Unnamed: 18,Unnamed: 19,Unnamed: 20,log10_He,log10_H2,log10_O2,log10_N2,log10_CO2,log10_CH4,log10_He_Bayesian,log10_H2_Bayesian,log10_O2_Bayesian,log10_N2_Bayesian,log10_CO2_Bayesian,log10_CH4_Bayesian,log10_He_Bayesian_std,log10_H2_Bayesian_std,log10_O2_Bayesian_std,log10_N2_Bayesian_std,log10_CH4_Bayesian_std,log10_CO2_Bayesian_std
Polycarbonates,TBHFPC,tetrabromo hexafluoro bisphenol-A polycarbonate,100,10.6,9.7,1.8,32,0.89,,Hellums 1991,http://dx.doi.org/10.1002/app.1991.070431103,2,1.025305865,0.986771734,0.255272505,1.505149978,-0.050609993,2,1.025305865,0.986771734,0.255272505,1.505149978,-0.050609993,0.086161866,0.098330917,0.078160101,0.085768486,0.145219122,0.154311836
Polycarbonates,NBPC,bisphenol of norbornane polycarbonate,19,22,2.4,0.47,9.1,0.48,,McHattie 1991,http://dx.doi.org/10.1002/polb.1991.090290612,1.278753601,1.342422681,0.380211242,-0.327902142,0.959041392,-0.318758763,1.278753601,1.342422681,0.380211242,-0.327902142,0.959041392,-0.318758763,0.086918198,0.097482646,0.070962862,0.08177651,0.134073689,0.142883304
Polycarbonates,PCZ,bisphenol-Z polycarbonate,10,9.1,0.6,0.105,2.2,0.092,,McHattie 1991,http://dx.doi.org/10.1002/polb.1991.090290612,1,0.959041392,-0.22184875,-0.978810701,0.342422681,-1.036212173,1,0.959041392,-0.22184875,-0.978810701,0.342422681,-1.036212173,0.087206617,0.098388161,0.071251228,0.082138068,0.134402487,0.143738447
Polycarbonates,BCPC,bisphenol of chloral polycarbonate,12,12.4,1.4,0.27,5.6,0.23,,McHattie 1991,http://dx.doi.org/10.1002/polb.1991.090290612,1.079181246,1.093421685,0.146128036,-0.568636236,0.748188027,-0.638272164,1.079181246,1.093421685,0.146128036,-0.568636236,0.748188027,-0.638272164,0.08662165,0.096879249,0.070747895,0.081621477,0.133938121,0.142159627
Polycarbonates,PC-AP,bisphenol acetophenone polycarbonate,13.9,,1.84,0.361,9.48,0.419,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311116,1.1430148,,0.264817823,-0.442492798,0.976808337,-0.377785977,1.1430148,1.171638251,0.264817823,-0.442492798,0.976808337,-0.377785977,0.087046468,0.097940817,0.071224369,0.081958895,0.134566803,0.142830458
Polycarbonates,FBPC,fluorene bisphenol polycarbonate,21.8,,3.18,0.592,15.1,0.581,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311116,1.338456494,,0.50242712,-0.227678293,1.178976947,-0.235823868,1.338456494,1.380921272,0.50242712,-0.227678293,1.178976947,-0.235823868,0.086984748,0.097690998,0.071190557,0.081894932,0.134696564,0.142725833
Polycarbonates,PC,bisphenol-A polycarbonate,13,13.3,1.6,0.38,6.8,0.36,,Hellums 1989,http://www.sciencedirect.com/science/article/pii/S0376738800811734,1.113943352,1.123851641,0.204119983,-0.420216403,0.832508913,-0.443697499,1.113943352,1.123851641,0.204119983,-0.420216403,0.832508913,-0.443697499,0.086551039,0.097019853,0.070690301,0.081754446,0.133869245,0.142129672
Polycarbonates,PC,Bisphenol A polycarbonate,10,12,1.4,0.3,8,,,Norton 1963,http://dx.doi.org/10.1002/app.1963.070070507,1,1.079181246,0.146128036,-0.522878745,0.903089987,,1,1.079181246,0.146128036,-0.522878745,0.903089987,-0.371803145,0.08725458,0.098054018,0.071077161,0.082039602,0.134422149,0.142723703
Polycarbonates,PC,Bisphenol A polycarbonate,13.6,,1.484,0.289,6,0.257,,Muruganandam 1987,http://www.sciencedirect.com/science/article/pii/S0376738800800319,1.133538908,,0.171433901,-0.539102157,0.77815125,-0.590066877,1.133538908,1.106731514,0.171433901,-0.539102157,0.77815125,-0.590066877,0.086630386,0.097285339,0.070999641,0.081735225,0.134138242,0.142584153
Polycarbonates,,Tetramethyl Bis A polycarbonate,46.2,,5.59,1.09,17.6,0.86,,Muruganandam 1987,http://www.sciencedirect.com/science/article/pii/S0376738800800319,1.664641976,,0.747411808,0.037426498,1.245512668,-0.065501549,1.664641976,1.670634663,0.747411808,0.037426498,1.245512668,-0.065501549,0.086758603,0.097681294,0.071226635,0.081877983,0.134455038,0.143386498
Polycarbonates,,Tetrachloro Bis A polycarbonate,27.4,,2.29,0.36,6.66,0.226,,Muruganandam 1987,http://www.sciencedirect.com/science/article/pii/S0376738800800319,1.437750563,,0.359835482,-0.443697499,0.823474229,-0.645891561,1.437750563,1.391156503,0.359835482,-0.443697499,0.823474229,-0.645891561,0.086802625,0.097566163,0.071230113,0.081799899,0.134512698,0.143393928
Polycarbonates,,Tetrabromo Bis A polycarbonate,17.6,,1.36,0.182,4.23,0.126,,Muruganandam 1987,http://www.sciencedirect.com/science/article/pii/S0376738800800319,1.245512668,,0.133538908,-0.739928612,0.626340367,-0.899629455,1.245512668,1.206234134,0.133538908,-0.739928612,0.626340367,-0.899629455,0.087029519,0.097766714,0.071349947,0.081749676,0.134598227,0.143569702
Polycarbonates,,Tetramethyl Bis A polycarbonate,47,,5.5,1.05,21.7,1.05,,Muruganandam 1987,http://dx.doi.org/10.1002/polb.1987.090251109,1.672097858,,0.740362689,0.021189299,1.336459734,0.021189299,1.672097858,1.713057003,0.740362689,0.021189299,1.336459734,0.021189299,0.087326348,0.098829172,0.071612027,0.082282659,0.135059327,0.144142824
Polycarbonates,,Bisphenol A polycarbonate,,13,1.6,0.329,7.9,,,Pinnau 1991,http://www.sciencedirect.com/science/article/pii/003238619190342G,,1.113943352,0.204119983,-0.482804102,0.897627091,,1.130691112,1.113943352,0.204119983,-0.482804102,0.897627091,-0.453257892,0.08686495,0.097860523,0.071214149,0.081967042,0.134502848,0.142807717
Polycarbonates,,Poly(estercarbonate) APEC 9308,,15,1.85,0.396,9.1,,,Pinnau 1991,http://www.sciencedirect.com/science/article/pii/003238619190342G,,1.176091259,0.267171728,-0.402304814,0.959041392,,1.18738254,1.176091259,0.267171728,-0.402304814,0.959041392,-0.376680472,0.086870574,0.097909566,0.071198222,0.082017379,0.134533375,0.142828134
Polycarbonates,,Bisphenol chloral polycarbonate,10.2,10.3,1.4,0.25,7.4,0.31,,Chiou 1987,http://dx.doi.org/10.1002/app.1987.070340314,1.008600172,1.012837225,0.146128036,-0.602059991,0.86923172,-0.508638306,1.008600172,1.012837225,0.146128036,-0.602059991,0.86923172,-0.508638306,0.086982272,0.097807565,0.071335424,0.081801527,0.134525996,0.142806383
Polycarbonates,,Bisphenol A Polycarbonate,13.2,,1.48,0.288,7.54,0.331,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311116,1.120573931,,0.170261715,-0.540607512,0.877371346,-0.480172006,1.120573931,1.131741854,0.170261715,-0.540607512,0.877371346,-0.480172006,0.087152894,0.09827726,0.071322225,0.082086698,0.134668281,0.143149686
Polycarbonates,,Bis AP polycarbonate,13.9,,1.84,0.361,9.48,0.419,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311116,1.1430148,,0.264817823,-0.442492798,0.976808337,-0.377785977,1.1430148,1.171638251,0.264817823,-0.442492798,0.976808337,-0.377785977,0.087046468,0.097940817,0.071224369,0.081958895,0.134566803,0.142830458
Polycarbonates,,Bis fluorene polycarbonate,21.8,,3.18,0.592,15.1,0.581,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311116,1.338456494,,0.50242712,-0.227678293,1.178976947,-0.235823868,1.338456494,1.380921272,0.50242712,-0.227678293,1.178976947,-0.235823868,0.086984748,0.097690998,0.071190557,0.081894932,0.134696564,0.142725833
Polycarbonates,,Spirobiindane polycarbonate,,,7,1.373,30,0.2,,Hellums 1992,http://www.sciencedirect.com/science/article/pii/037673889287041U,,,0.84509804,0.137670537,1.477121255,-0.698970004,2.24765695,2.082513933,0.84509804,0.137670537,1.477121255,-0.698970004,0.08815221,0.10013411,0.071771739,0.083867186,0.138363984,0.143889057
Polycarbonates,,Tetramethylcyclobutane polycarbonate,66.9,,11.5,2.6,54.8,4.1,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/app.1993.070480111,1.825426118,,1.06069784,0.414973348,1.738780558,0.612783857,1.825426118,1.945446374,1.06069784,0.414973348,1.738780558,0.612783857,0.087705023,0.099652183,0.071868651,0.082542671,0.135230905,0.144699876
Polycarbonates,,Bisphenol A polycarbonate,13,13.3,1.6,0.333,6.8,0.358,,McHattie 1992,http://www.sciencedirect.com/science/article/pii/003238619291070I,1.113943352,1.123851641,0.204119983,-0.477555766,0.832508913,-0.446116973,1.113943352,1.123851641,0.204119983,-0.477555766,0.832508913,-0.446116973,0.08672344,0.097411734,0.070981724,0.081752599,0.134010316,0.142640552
Polycarbonates,,Hexafluoro Bis A polycarbonate,60,42.9,6.9,1.68,24,1.04,,McHattie 1992,http://www.sciencedirect.com/science/article/pii/003238619291070I,1.77815125,1.632457292,0.838849091,0.225309282,1.380211242,0.017033339,1.77815125,1.632457292,0.838849091,0.225309282,1.380211242,0.017033339,0.086226304,0.097617052,0.071467297,0.08215308,0.135002767,0.143261934
Polycarbonates,,Norbornane Bisphenol polycarbonate,19,22.1,2.4,0.471,9.1,0.479,,McHattie 1992,http://www.sciencedirect.com/science/article/pii/003238619291070I,1.278753601,1.344392274,0.380211242,-0.326979093,0.959041392,-0.319664487,1.278753601,1.344392274,0.380211242,-0.326979093,0.959041392,-0.319664487,0.086920863,0.097470567,0.070950772,0.081778423,0.134071744,0.142867313
Polycarbonates,,Cyclohexyl Bisphenol polycarbonate,10,9.1,0.6,0.105,2.2,0.0917,,McHattie 1992,http://www.sciencedirect.com/science/article/pii/003238619291070I,1,0.959041392,-0.22184875,-0.978810701,0.342422681,-1.037630664,1,0.959041392,-0.22184875,-0.978810701,0.342422681,-1.037630664,0.087203936,0.098379563,0.071247098,0.082136648,0.134402487,0.143728627
Polycarbonates,,Bisphenol chloral polycarbonate,12,12.4,1.4,0.269,5.6,0.233,,McHattie 1992,http://www.sciencedirect.com/science/article/pii/003238619291070I,1.079181246,1.093421685,0.146128036,-0.57024772,0.748188027,-0.632644079,1.079181246,1.093421685,0.146128036,-0.57024772,0.748188027,-0.632644079,0.086634304,0.096918061,0.070769251,0.081624707,0.133942819,0.142206351
Polycarbonates,,Tetramethylhexafluoro Bis A polycarbonate,100,,9.7,1.8,32,0.889,,Hellums 1991,http://dx.doi.org/10.1002/app.1991.070431103,2,,0.986771734,0.255272505,1.505149978,-0.051098239,2,1.986563678,0.986771734,0.255272505,1.505149978,-0.051098239,0.087129951,0.098328659,0.071431902,0.082405521,0.135616059,0.143693089
Polyesters,BPA/TERE,polyester of bisphenol-A and terephthalic diacid chloride,16.8,,2.5,0.625,11.6,0.68,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan,1.225309282,,0.397940009,-0.204119983,1.064457989,-0.167491087,1.225309282,1.230260321,0.397940009,-0.204119983,1.064457989,-0.167491087,0.086548746,0.097281022,0.070900908,0.081823948,0.134065494,0.142306548
Polyesters,6FBPA/TERE,polyester of hexafluoro bisphenol-A and terephthalic diacid chloride,78.1,,11.8,2.95,47.1,2.74,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan,1.892651034,,1.071882007,0.469822016,1.673020907,0.437750563,1.892651034,1.938494761,1.071882007,0.469822016,1.673020907,0.437750563,0.086977328,0.098367262,0.071337681,0.082312206,0.134960046,0.143547663
Polyesters,SBI/TERE,"polyester of 6,6'-dihydroy-3,3,3',3'-tetramethyl-1,1'-spirobiindane and terephthalic diacid chloride",68,,13.4,2.98,55.7,4.2,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan,1.832508913,,1.127104798,0.474216264,1.745855195,0.62324929,1.832508913,1.949078226,1.127104798,0.474216264,1.745855195,0.62324929,0.087275966,0.098693545,0.071580819,0.082148462,0.134758619,0.144040468
Polyesters,BPA/BB,"polyester of bishpenol-A and 4,4'-bisphenol diacid chloride",9.1,,1.2,0.255,5.6,0.289,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan,0.959041392,,0.079181246,-0.59345982,0.748188027,-0.539102157,0.959041392,0.951967874,0.079181246,-0.59345982,0.748188027,-0.539102157,0.086593116,0.097144178,0.07091402,0.081655691,0.13390127,0.14225701
Polyesters,BPA/FO,"polyester of bisphenol-A and 9H-flurenone-2,7-dicarboxylic acid chloride",18.2,,1.6,0.25,6,0.208,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan,1.260071388,,0.204119983,-0.602059991,0.77815125,-0.681936665,1.260071388,1.242341864,0.204119983,-0.602059991,0.77815125,-0.681936665,0.087094825,0.098083171,0.071384413,0.081934066,0.134687312,0.143528756
Polyesters,6FBPA/BB,"polyester of hexafluoro bisphenol-A and 4,4'-biphenol diacid chloride",47.6,,7.4,1.72,31.4,1.53,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan,1.677606953,,0.86923172,0.235528447,1.496929648,0.184691431,1.677606953,1.714873073,0.86923172,0.235528447,1.496929648,0.184691431,0.086811983,0.097775109,0.071144125,0.082066473,0.134725525,0.142882011
Polyesters,6FBPA/FO,"polyester of hexafluoro bisphenol-A and 9H-flurenone-2,7-dicarboxylic acid chloride",61.7,,7.2,1.44,29.9,0.981,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan,1.790285164,,0.857332496,0.158362492,1.475671188,-0.008330993,1.790285164,1.806673433,0.857332496,0.158362492,1.475671188,-0.008330993,0.087135178,0.098333857,0.071372785,0.082351128,0.135409051,0.143360107
Polyesters,BPA/ISO,polyester of bisphenol-A and isophthalic diacid chloride,15.1,,1.5,0.28,5.6,0.27,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan,1.178976947,,0.176091259,-0.552841969,0.748188027,-0.568636236,1.178976947,1.155158733,0.176091259,-0.552841969,0.748188027,-0.568636236,0.086793146,0.097717632,0.07118855,0.081805425,0.134163301,0.143187531
Polyesters,6FBPA/ISO,polyester of hexafluoro bispphenol-A and isophthalix diacid chloride,41.1,,4.2,0.89,14.9,0.61,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan,1.613841822,,0.62324929,-0.050609993,1.173186268,-0.214670165,1.613841822,1.585309684,0.62324929,-0.050609993,1.173186268,-0.214670165,0.08675998,0.097826531,0.071171942,0.082103747,0.134730664,0.143176958
Polyesters,SBI/ISO,"polyster of 6,6'-dihydroxy-3,3,3',3'-tetramethyl-1,1'-spirobiindane and isophthalic diacid chloride",39.1,,5.3,1,18.9,1.14,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan,1.592176757,,0.72427587,0,1.276461804,0.056904851,1.592176757,1.645014309,0.72427587,0,1.276461804,0.056904851,0.087121589,0.098348118,0.071496788,0.08195786,0.134507046,0.143958942
Polyesters,PET,Poly(ethylene terephthalate),3.9,,0.11,0.017,0.43,,,Weinkauf 1992,http://dx.doi.org/10.1002/polb.1992.090300805,0.591064607,,-0.958607315,-1.769551079,-0.366531544,,0.591064607,0.373279256,-0.958607315,-1.769551079,-0.366531544,-2.051271698,0.086987388,0.098332768,0.071246759,0.082301398,0.13482476,0.143384066
Polyesters,PET,Poly(ethylene terephthalate),,,0.054,,0.326,,,Light 1982,http://dx.doi.org/10.1002/pen.760221402,,,-1.26760624,,-0.4867824,,0.247053948,0.074077477,-1.26760624,-2.15013126,-0.4867824,-2.319422404,0.087551737,0.098831907,0.071430257,0.082449844,0.135355649,0.143123867
Polyesters,,Poly(ethylene isophthalate),,,0.015,,0.0386,,,Light 1982,http://dx.doi.org/10.1002/pen.760221402,,,-1.823908741,,-1.413412695,,0.059295672,-0.285030569,-1.823908741,-2.799647214,-1.413412695,-3.223468761,0.086682865,0.097592903,0.071140461,0.08182728,0.134019803,0.143482509
Polyesters,PEN,"Poly(ethylene 2,6-naphthalene dicarboxylate)",,,0.0189,,0.239,,,Light 1982,http://dx.doi.org/10.1002/pen.760221402,,,-1.723538196,,-0.621602099,,-0.19028919,-0.332249757,-1.723538196,-2.630511086,-0.621602099,-2.687709627,0.088857407,0.100506046,0.07190478,0.083345885,0.137152905,0.142956943
Polyesters,Kodar A-150 polyester (unannealed),,6.1,,,,1.16,0.59,,Preston 1984,http://dx.doi.org/10.1002/app.1984.070290313,0.785329835,,,,0.064457989,-0.229147988,0.785329835,0.633851996,-0.168004993,-0.507843945,0.064457989,-0.229147988,0.085559188,0.096453441,0.070652826,0.081358382,0.131314751,0.143207193
Polyesters,Kodar A-150 polyester (annealed),,3.05,,,,0.51,0.03,,Preston 1984,http://dx.doi.org/10.1002/app.1984.070290313,0.484299839,,,,-0.292429824,-1.522878745,0.484299839,0.316345116,-0.806654166,-1.500111977,-0.292429824,-1.522878745,0.0863389,0.09725697,0.070902868,0.0816501,0.133228494,0.142925384
Polyesters,PET (as cast),,3.155,,,,0.146,,,McGonigle 2001,http://www.sciencedirect.com/science/article/pii/S0032386100006157,0.498999364,,,,-0.835647144,,0.498999364,0.209032948,-1.315757779,-2.274897572,-0.835647144,-2.731327459,0.087175282,0.098554948,0.071463545,0.082332168,0.135099555,0.144060057
Polyesters,PET (biax.: draw area 6.8),,1.778,,0.036,0.009,0.173,,,McGonigle 2001,http://www.sciencedirect.com/science/article/pii/S0032386100006157,0.249931757,,-1.443697499,-2.045757491,-0.761953897,,0.249931757,-0.077787638,-1.443697499,-2.045757491,-0.761953897,-2.340747929,0.086826779,0.098586466,0.07088972,0.082771587,0.13499507,0.14293024
Polyesters,PEN (as cast),,2.115,,,,,,,McGonigle 2001,http://www.sciencedirect.com/science/article/pii/S0032386100006157,0.325310372,,,,,,0.325310372,0.144006926,-1.128611043,-1.979209233,-0.4948693,-2.13819832,0.086903917,0.097846935,0.071143633,0.081933358,0.134278122,0.142963708
Polyesters,PEN (biax.: draw area 8.4),,0.54,,0.0074,,0.022,,,McGonigle 2001,http://www.sciencedirect.com/science/article/pii/S0032386100006157,-0.26760624,,-2.13076828,,-1.657577319,,-0.26760624,-0.613320012,-2.13076828,-3.103453669,-1.657577319,-3.441776296,0.086662718,0.09744359,0.071055072,0.081739269,0.133821272,0.143153831
Polyesters,,Poly(??-caprolactone),5.48,5.06,1.66,0.59,16.8,1.57,,Mogri 2001,http://www.sciencedirect.com/science/article/pii/S0032386101002609,0.738780558,0.704150517,0.220108088,-0.229147988,1.225309282,0.195899652,0.738780558,0.704150517,0.220108088,-0.229147988,1.225309282,0.195899652,0.08687444,0.098067853,0.071551168,0.082262455,0.134854944,0.142000854
Polyesters,,Poly(??-caprolactone),,,0.983,,,,,Lin 2010,http://www.sciencedirect.com/science/article/pii/S0032386110008542,,,-0.007446482,,,,1.126557178,1.067016611,-0.007446482,-0.762054918,0.611426868,-0.868625633,0.087004438,0.098136851,0.07128156,0.082099767,0.134715842,0.143271028
Polyesters,PLA,Poly(lactic acid),,,3.3,1.3,10.2,1,,Lehermeier 2001,http://www.sciencedirect.com/science/article/pii/S037673880100446X,,,0.51851394,0.113943352,1.008600172,0,1.472574547,1.363619952,0.51851394,0.113943352,1.008600172,0,0.085873636,0.096834173,0.070551477,0.081926178,0.133581856,0.142341051
Polyesters,PLA,Poly(lactic acid) (L:D 98.7:1.3),,,0.26,0.05,1.1,,,Bao 2006,http://www.sciencedirect.com/science/article/pii/S0376738806005709,,,-0.585026652,-1.301029996,0.041392685,,0.708084604,0.56258888,-0.585026652,-1.301029996,0.041392685,-1.429084342,0.086727777,0.097814331,0.07104791,0.082040321,0.134269124,0.142864032
Polyesters,PLA,Poly(lactic acid) (L:D 80:20),,,0.18,0.02,0.51,,,Bao 2006,http://www.sciencedirect.com/science/article/pii/S0376738806005709,,,-0.744727495,-1.698970004,-0.292429824,,0.776320043,0.594385521,-0.744727495,-1.698970004,-0.292429824,-2.018015053,0.087120323,0.098138218,0.071444748,0.081955026,0.134734285,0.143952204
Polyesters,PLA,Poly(lactic acid) (L:D 50:50),,,0.17,0.03,0.71,,,Bao 2006,http://www.sciencedirect.com/science/article/pii/S0376738806005709,,,-0.769551079,-1.522878745,-0.148741651,,0.599775391,0.432082449,-0.769551079,-1.522878745,-0.148741651,-1.681693248,0.086781597,0.097868847,0.071083601,0.082046171,0.134321096,0.142935852
Polyesters,PLA,Poly(lactic acid) extruded film,,,0.258,,,,,Colomines 2010,http://dx.doi.org/10.1002/pi.2793,,,-0.588380294,,,,0.757222107,0.623542925,-0.588380294,-1.40857697,0.025567964,-1.584922459,0.087010778,0.098127933,0.071264003,0.082088947,0.134653376,0.143258045
Polyesters,PLA,Poly(lactic acid) quenched film,,,0.333,,,,,Colomines 2010,http://dx.doi.org/10.1002/pi.2793,,,-0.477555766,,,,0.827680022,0.708144235,-0.477555766,-1.285240198,0.13733205,-1.448274779,0.087008217,0.098128343,0.071266599,0.082090047,0.134663274,0.14325895
Polyesters,PLA,Poly(lactic acid) PLA Biophan,,,0.281,,,,,Colomines 2010,http://dx.doi.org/10.1002/pi.2793,,,-0.55129368,,,,0.780800331,0.651854132,-0.55129368,-1.367303225,0.062968994,-1.539194317,0.08700985,0.098128002,0.071264832,0.082089264,0.134656583,0.143258265
Polyimides and Polypyrrolones,6FDA-ODA,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexafluoropropane dianhydride and oxydianiline",51.5,,4.34,0.83,23,0.38,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681,1.711807229,,0.63748973,-0.080921908,1.361727836,-0.420216403,1.711807229,1.678606311,0.63748973,-0.080921908,1.361727836,-0.420216403,0.087481377,0.098795323,0.071425579,0.082820588,0.136405867,0.142999027
Polyimides and Polypyrrolones,6FDA-MDA,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexafluoropropane dianhydride and methylenedianiline",50,,4.6,0.81,19,0.42,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681,1.698970004,,0.662757832,-0.091514981,1.278753601,-0.37675071,1.698970004,1.6773843,0.662757832,-0.091514981,1.278753601,-0.37675071,0.087183678,0.098234508,0.071352895,0.082384327,0.13565282,0.143182612
Polyimides and Polypyrrolones,6FDA-IPDA,"polyimide of 2,2-bis(3,4-dicarboxyphenyl) hexafluoropropane dianhydride and isopropylidenedianiline",71.2,,7.5,1.34,30,0.7,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681,1.852479994,,0.875061263,0.127104798,1.477121255,-0.15490196,1.852479994,1.85419723,0.875061263,0.127104798,1.477121255,-0.15490196,0.087209876,0.098249872,0.071386734,0.0823901,0.135724781,0.143274808
